cell_id,area_m2,avg_points_per_visit,centroid_lat,centroid_lon,dist_to_road_m,dist_to_settlement_m,dist_to_water_m,entry_count,pct_crops,pct_forest,pct_settlements,pct_water,rail_length_m,road_length_m,unique_trajectory_count,visit_count,boundary_vertex_proportion,crossing_intensity,edge_density,first_passage_frequency,num_crop_patches,num_forest_patches,num_settlement_patches,num_water_patches,pass_through_points,visits_near_crops,visits_near_settlements,visits_near_water
R001C008,250067.4033203125,7.5,10.7560632,76.66184422,10489.550236065734,25589.30674332574,13743.53827422297,5,0.0,0.0,0.0,0.0,0.0,0.0,2,15,0.0,2,0.0081217175957621,2,0,0,0,0,15,8,0,0
R009C025,250037.6591796875,15.0,10.79199564,76.73958796,4750.705046162649,17144.918382657204,5246.339473491869,5,0.0,100.0,0.0,0.0353596768686463,0.0,0.0,1,15,0.0,1,0.0081232576939459,1,0,0,0,1,15,0,0,7
R011C024,250035.6513671875,7.5,10.80097874,76.73501482,6000.663679602602,17206.79679034296,5630.9208322773775,4,0.0,100.0,0.0,0.3674370460396886,16900.575599349726,0.0,2,15,0.0,2,0.0081234769915767,2,0,0,0,1,15,0,0,4
R005C046,250058.0625,15.0,10.77402944,76.83562432,5377.021792148613,12352.180608928262,7380.175775231235,5,0.0,0.0,0.0,0.0,0.0,9465.947575530448,1,15,0.0,1,0.0081228247210816,1,0,0,0,0,15,0,0,0
R003C001,250065.5185546875,14.0,10.76504634,76.62983212,14252.842876374594,28313.272145725852,16830.70722349921,3,0.0,0.0,0.0,0.0,0.0,1627.8989639338588,1,14,0.0,1,0.0081218499616966,1,0,0,0,0,14,0,0,0
R001C009,250067.4033203125,7.0,10.7560632,76.66641741999999,9989.628532228691,25173.69164753765,13300.041031509256,6,0.0,0.0,0.0,0.0,0.0,1514.152434853421,2,14,0.0,2,0.0081217320285584,2,0,0,0,0,14,0,0,0
R006C046,250048.7626953125,13.0,10.778521,76.83562432,5439.175861730786,11900.821118340691,6991.5237833258825,4,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0.0,1,0.0081230757941918,1,0,0,0,0,13,0,0,0
R008C027,250035.8291015625,13.0,10.7875041,76.74873425999999,3697.538111222891,16564.058235666726,4541.0710411306345,4,0.0,100.0,0.0,0.0,0.0,0.0,1,13,0.0,1,0.0081232138475187,1,0,0,0,0,13,0,0,4
R008C028,250041.296875,13.0,10.7875041,76.75330742,3473.1516436423744,16182.57719668624,4154.089774334984,4,0.0,100.0,0.0,0.0,0.0,0.0,1,13,0.0,1,0.0081231382111465,1,0,0,0,0,13,0,0,0
R013C023,250022.603515625,13.0,10.8099619,76.73044162,7250.952134184592,17357.178053330714,6246.647549986953,5,0.0,99.99999992618146,0.0,0.0,0.0,0.0,1,13,0.0,1,0.0081238757231952,1,0,0,0,0,13,0,0,0
R008C029,250041.296875,13.0,10.7875041,76.75788062000001,3309.6736205741513,15807.514547497563,3792.0579889960936,3,0.0,100.0,0.0,0.0,0.0,0.0,1,13,0.0,1,0.0081231527428373,1,0,0,0,0,13,0,0,0
R002C004,250063.7783203125,13.0,10.76055474,76.64355155999999,12612.084367214116,27132.157799988418,15473.663499206485,6,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0.0,1,0.0081218221314958,1,0,0,0,0,13,0,0,0
R000C048,250076.6943359375,6.5,10.75157164,76.84477062,6780.922761650342,14538.223913334226,10223.753558804554,5,0.0,0.0,0.0,0.0,0.0,3416.3198659346313,2,13,0.0,2,0.0081220448258468,2,0,0,0,0,13,0,0,0
R012C028,250031.9111328125,6.0,10.80547034,76.75330742,5519.410809397693,15362.636557149328,3692.697991000547,5,0.0,100.0,0.0,6.031080115627233,0.0,0.0,2,12,0.0,2,0.0081236974079802,2,0,0,0,1,12,0,0,7
R001C006,250067.4033203125,12.0,10.7560632,76.65269792000001,11489.440177220717,26429.312349774093,14641.4791314903,6,0.0,0.0,0.0,0.0,0.0,1275.0335650711245,1,12,0.0,1,0.0081216887328999,1,0,0,0,0,12,0,0,0
R003C004,250060.05078125,12.0,10.76504634,76.64355155999999,12754.482255482342,26993.3103523818,15412.297389574504,4,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0.0,1,0.0081219834406252,1,0,0,0,0,12,0,0,0
R011C023,250035.65234375,6.0,10.80097874,76.73044162,6324.06447277368,17632.66015750975,6119.526222337199,4,0.0,99.99999992895854,0.0,0.0,11386.164027231142,0.0,2,12,0.0,2,0.0081234623968275,2,0,0,0,0,12,0,0,0
R006C050,250043.296875,12.0,10.778521,76.85391695999999,7315.136038301368,11528.506908823028,8729.885749060924,4,0.0,0.0,0.0,0.0,0.0,13434.95479277361,1,12,0.0,1,0.0081232239877246,1,0,0,0,0,12,0,0,0
R004C040,250050.755859375,6.0,10.7695379,76.80818536000001,2526.3226918435817,13797.966073493904,5750.492815852888,4,0.0,85.50000016899237,0.0,7.642487660283301,0.0,0.0,2,12,0.0,2,0.0081227550845043,2,0,1,0,1,12,0,0,11
R002C043,250069.24609375,12.0,10.76055474,76.82190482,3985.3993762149903,14100.820634882586,7593.337598319195,4,1.9803473811189325,0.0,0.0,7.496887267609491,0.0,0.0,1,12,0.0,1,0.0081222958213146,1,1,0,0,2,12,5,0,7
R002C002,250063.779296875,5.5,10.76055474,76.63440526,13612.229746997857,28001.350005300617,16406.517967397227,6,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0.0,2,0.0081217932191985,2,0,0,0,0,11,0,0,0
R001C046,250067.404296875,11.0,10.7560632,76.83562432,5615.322593877701,14200.52269126736,9061.84539629054,4,0.0,0.0,0.0,0.0,0.0,3029.052919696463,1,11,0.0,1,0.0081222665757909,1,0,0,0,0,11,0,0,0
R002C006,250069.2451171875,11.0,10.76055474,76.65269792000001,11611.9517782374,26272.074051300835,14549.761095541977,4,0.0,0.0,0.0,0.0,0.0,2193.8055964414225,1,11,0.0,1,0.0081217609278715,1,0,0,0,0,11,0,0,0
R011C022,250030.1845703125,5.5,10.80097874,76.72586845999999,6669.311147330276,18062.324065044424,6609.841939234681,4,0.0,100.0,0.0,0.0,11386.164027231142,0.0,2,11,0.0,2,0.0081235380148006,2,0,0,0,0,11,0,0,0
R006C049,250048.7626953125,11.0,10.778521,76.84934382,6839.5393055990035,11591.097702003775,8284.217631886753,4,0.0,0.0,0.0,0.0,0.0,9465.947575530448,1,11,0.0,1,0.0081231193642849,1,0,0,0,0,11,0,0,0
R012C025,250026.443359375,5.5,10.80547034,76.73958796,6188.430048260726,16625.550415502446,5170.606485703502,5,0.0,100.0,0.0,4.208579231533083,0.0,0.0,2,11,0.0,2,0.0081237438636904,2,0,0,0,1,11,0,0,5
R001C042,250061.9345703125,11.0,10.7560632,76.81733166000001,3619.6077256541903,14690.461048334617,7763.749900313827,3,0.0,0.0,0.0,0.0,0.0,937.9587930338032,1,11,0.2,1,0.0081222989218862,1,0,0,0,0,11,0,0,1
R007C046,250050.5986328125,10.0,10.783012539999998,76.83562432,5548.6784571942,11454.76713396842,6620.172433090929,4,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0.0,1,0.0081231487259826,1,0,0,0,0,10,0,0,0
R000C014,250076.693359375,10.0,10.75157164,76.68928322000001,7403.200946462336,23355.219618440435,11341.718903572146,4,0.0,0.0,0.0,0.0,0.0,2472.607098064797,1,10,0.0,1,0.0081215539272991,1,0,0,0,0,10,0,0,0
R009C029,250043.1279296875,9.0,10.79199564,76.75788062000001,3825.094247974461,15572.668838962689,3544.580314958292,2,0.0,100.0,0.0,0.0,0.0,0.0,1,9,0.0,1,0.0081232256621283,1,0,0,0,0,9,0,0,1
R013C024,250022.6044921875,9.0,10.8099619,76.73501482,6952.6612927101705,16917.176114724196,5747.029270605339,3,0.0,99.99999953528102,0.0,0.0,0.0,0.0,1,9,0.0,1,0.0081238902781647,1,0,0,0,0,9,0,0,0
R000C000,250076.6943359375,9.0,10.75157164,76.62525892000001,14383.954932348655,29148.47936845627,17473.015587262067,3,0.0,0.0,0.0,32.25000002793405,0.0,2255.442447891071,1,9,0.0,1,0.0081213520196593,1,0,0,0,1,9,0,0,7
R003C041,250065.51953125,9.0,10.76504634,76.81275852,2937.0002873606077,14006.37435882468,6514.149456613837,2,0.0,24.750000005282953,0.0,0.0,0.0,0.0,1,9,0.6,1,0.008122428585663,1,0,1,0,0,9,0,0,2
R006C048,250048.763671875,9.0,10.778521,76.84477062,6367.6917304413855,11674.328600239038,7845.108322948153,4,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0.0,1,0.0081231048082757,1,0,0,0,0,9,0,0,0
R006C047,250043.2958984375,9.0,10.778521,76.84019746,5900.504638694467,11777.740777150138,7413.73399997644,4,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0.0,1,0.0081231804459539,1,0,0,0,0,9,0,0,0
R003C005,250065.5185546875,9.0,10.76504634,76.64812472,12255.136147206462,26557.57610779354,14943.050423699682,4,0.0,0.0,0.0,0.0,0.0,2271.2065407165105,1,9,0.0,1,0.0081219077687045,1,0,0,0,0,9,0,0,0
R005C045,250052.5947265625,4.5,10.77402944,76.83105115999999,4904.666727075872,12484.372314573317,6982.810633019504,5,0.0,0.0,0.0,0.0,0.0,9465.947575530448,2,9,0.0,2,0.0081229003614039,2,0,0,0,0,9,0,0,0
R004C001,250056.2236328125,9.0,10.7695379,76.62983212,14410.49890865128,28196.066094032045,16801.318667056414,2,0.0,0.0,0.0,0.0,0.0,5561.933955140571,1,9,0.0,1,0.0081221003045792,1,0,0,0,0,9,0,0,0
R008C025,250035.8291015625,8.0,10.7875041,76.73958796,4288.391101370474,17344.78800123828,5371.309450127871,1,0.0,100.0,0.0,10.548029079855317,0.0,0.0,1,8,0.0,1,0.0081231847879716,1,0,0,0,2,8,0,0,8
R000C004,250071.2265625,4.0,10.75157164,76.64355155999999,12387.004691122958,27436.52208759886,15646.817205102763,5,0.0,0.0,0.0,25.249999967855597,0.0,0.0,2,8,0.0,2,0.0081214997886467,2,0,0,0,1,8,0,0,4
R016C017,250011.4677734375,8.0,10.82343654,76.70300266000001,10659.395694877638,19846.256144933996,9699.735967523064,2,0.0,100.0,0.0,31.789618224366457,0.0,0.0,1,8,0.0,1,0.0081242760597445,1,0,0,0,1,8,0,0,8
R015C019,250015.1162109375,8.0,10.818945,76.71214902,9499.427531669144,18973.605478701396,8526.149846941058,4,0.0,99.99999956768204,0.0,0.0,0.0,0.0,1,8,0.0,1,0.0081241417997918,1,0,0,0,0,8,0,0,0
R000C045,250071.228515625,8.0,10.75157164,76.83105115999999,5294.380341684848,14762.447390716929,9166.36638081243,3,0.0,0.0,0.0,3.0165581897706337,0.0,1443.9844381116388,1,8,0.0,1,0.0081220915267718,1,0,0,0,1,8,0,0,2
R012C027,250026.4443359375,4.0,10.80547034,76.74873425999999,5707.4261798908165,15779.081862581732,4183.574985640638,4,0.0,100.0,0.0,0.1678348350405569,0.0,0.0,2,8,0.0,2,0.0081237729861339,2,0,0,0,1,8,0,0,2
R002C044,250069.24609375,8.0,10.76055474,76.82647802,4485.045698494158,13961.661459442974,7920.971568522612,3,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0.0081223102943092,1,0,0,0,0,8,0,0,0
R003C044,250065.5185546875,8.0,10.76504634,76.82647802,4409.756498649923,13514.19616544657,7470.908970116337,4,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0.0081224720689848,1,0,0,0,0,8,0,0,0
R005C048,250058.060546875,8.0,10.77402944,76.84477062,6334.524252745144,12144.05848123308,8208.672845374014,2,0.0,0.0,0.0,0.0,0.0,9465.947575530448,1,8,0.0,1,0.008122853806692,1,0,0,0,0,8,0,0,0
R006C045,250043.296875,8.0,10.778521,76.83105115999999,4985.327412295189,12042.964106955464,6580.237865917508,3,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0.0081231513693963,1,0,0,0,0,8,0,0,0
R010C047,250028.35546875,8.0,10.796487199999998,76.84019746,6504.274805132194,9986.81268983229,6117.804957962264,4,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0.0081238290925489,1,0,0,0,0,8,0,0,0
R010C028,250033.82421875,8.0,10.796487199999998,76.75330742,4494.442878309525,15744.735440434424,3792.456391486258,3,0.0,99.99999997196794,0.0,11.572886589338486,0.0,3830.006491441552,1,8,0.0,1,0.0081234621871567,1,0,0,0,1,8,0,0,8
R010C027,250028.35546875,8.0,10.796487199999998,76.74873425999999,4696.789586252735,16143.987605213706,4242.411685936544,3,0.0,100.0,0.0,0.0,0.0,7691.641693952446,1,8,0.0,1,0.0081235378440043,1,0,0,0,0,8,0,0,1
R004C004,250050.755859375,8.0,10.7695379,76.64355155999999,12915.938206156528,26863.63935641899,15368.028047076925,2,0.0,0.0,0.0,0.0,0.0,1384.696689390161,1,8,0.0,1,0.0081222338289907,1,0,0,0,0,8,0,0,0
R005C047,250052.59375,7.0,10.77402944,76.84019746,5853.986818404861,12238.58404572088,7789.385826666848,2,0.0,0.0,0.0,0.0,0.0,9465.947575530448,1,7,0.0,1,0.0081229294143227,1,0,0,0,0,7,0,0,0
R002C001,250069.244140625,7.0,10.76055474,76.62983212,14112.307314486025,28439.156717401995,16875.839789267888,2,0.0,0.0,0.0,0.0,0.0,1627.8989639338588,1,7,0.0,1,0.0081216887575172,1,0,0,0,0,7,0,0,0
R004C044,250056.224609375,3.5,10.7695379,76.82647802,4393.994987988814,13071.73061497758,7029.798084017978,3,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0.0,2,0.0081227228874007,2,0,0,0,0,7,0,0,0
R004C045,250050.755859375,7.0,10.7695379,76.83105115999999,4877.393309610181,12931.18769786219,7399.363898259657,3,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0081228275643119,1,0,0,0,0,7,0,0,0
R005C044,250058.060546875,7.0,10.77402944,76.82647802,4438.398495026257,12634.57127334922,6599.4341474875555,3,0.0,0.0,0.0,0.0,0.0,9465.947575530448,1,7,0.0,1,0.0081227957656205,1,0,0,0,0,7,0,0,0
R014C018,250024.4267578125,7.0,10.81445344,76.70757582,9432.834680254946,19511.93858657628,8871.008263709258,3,0.0,99.99999989197316,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0081238759197878,1,0,0,0,0,7,0,0,0
R007C047,250045.130859375,7.0,10.783012539999998,76.84019746,5991.129175721178,11321.586215048366,7055.720558336184,3,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0081232534235443,1,0,0,0,0,7,0,0,0
R009C026,250043.12890625,7.0,10.79199564,76.74416112,4453.594417462144,16743.504101600385,4799.358356289302,3,0.0,99.99999973352656,0.0,10.725348583366932,0.0,0.0,1,7,0.0,1,0.0081231820027032,1,0,0,0,1,7,0,0,4
R015C017,250009.6474609375,7.0,10.818945,76.70300266000001,10233.07318492377,19902.953547742996,9522.745341589569,1,0.0,100.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0081242028271396,1,0,0,0,0,7,0,0,1
R016C020,250011.466796875,7.0,10.82343654,76.71672215999999,9606.307247930548,18440.737287103984,8214.451782617994,2,0.0,100.0,0.0,0.8927540551228574,0.0,0.0,1,7,0.0,1,0.0081243199465965,1,0,0,0,2,7,0,0,5
R001C003,250067.4033203125,3.5,10.7560632,76.63897842,12989.391040810107,27708.902569538164,16011.159156258796,3,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0.0,2,0.0081216454444739,2,0,0,0,0,7,0,0,0
R001C045,250061.935546875,7.0,10.7560632,76.83105115999999,5116.040225273142,14298.893773572509,8712.53513800482,3,0.0,0.0,0.0,0.0,0.0,854.1175644481935,1,7,0.0,1,0.0081223422742964,1,0,0,0,0,7,0,0,0
R002C005,250069.24609375,7.0,10.76055474,76.64812472,12112.017541079977,26700.896973771993,15010.49078188033,4,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0081217464539637,1,0,0,0,0,7,0,0,0
R000C013,250076.6943359375,7.0,10.75157164,76.68471002,7900.581187130689,23747.71667438244,11747.43289326861,2,0.0,0.0,0.0,0.0,0.0,1259.856862238743,1,7,0.0,1,0.008121539470513,1,0,0,0,0,7,0,0,0
R000C018,250076.6943359375,7.0,10.75157164,76.70757582,5418.80135906877,21828.43570159227,9805.775279605234,3,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0.0081216116034026,1,0,0,0,0,7,0,0,0
R000C005,250076.693359375,3.5,10.75157164,76.64812472,11887.957813732146,27014.62288978969,15197.130213196588,3,0.0,0.0,0.0,5.250000025048926,0.0,1948.314983561818,2,7,0.0,2,0.0081214241316205,2,0,0,0,1,7,0,0,0
R000C049,250076.6953125,6.0,10.75157164,76.84934382,7277.708932213555,14496.697503592144,10600.003959968602,3,0.0,0.0,0.0,0.0,0.0,3416.3198659346313,1,6,0.0,1,0.0081220592475367,1,0,0,0,0,6,0,0,0
R002C007,250063.7783203125,6.0,10.76055474,76.65727106,11111.898747411466,25845.81992473335,14091.7245177764,3,0.0,0.0,0.0,19.092299567334987,0.0,2505.5630615112914,1,6,0.0,1,0.0081218654585836,1,0,0,0,3,6,0,0,3
R008C044,250041.296875,6.0,10.7875041,76.82647802,4904.6720340349475,11361.829137084724,5398.282488579837,4,0.0,98.50000004312844,0.0,0.0,0.0,3378.135714946326,1,6,0.0,1,0.0081233708134515,1,0,1,0,0,6,0,0,0
R008C045,250035.830078125,6.0,10.7875041,76.83105115999999,5295.46345632093,11178.653222794252,5828.554126909478,3,0.0,26.24999993390408,0.0,0.0,0.0,3378.135714946326,1,6,0.0,1,0.0081234754989852,1,0,1,0,0,6,0,0,0
R009C024,250043.126953125,6.0,10.79199564,76.73501482,5079.767105014945,17551.331163473104,5702.144126355451,2,0.0,100.0,0.0,0.0,0.0,7691.641693952446,1,6,0.0,1,0.0081231529852233,1,0,0,0,0,6,0,0,0
R009C030,250037.6611328125,6.0,10.79199564,76.76245376,3727.905161536105,15195.01129911257,3172.800882252678,2,0.0,99.99999981311556,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081233303447238,1,0,0,0,0,6,0,0,0
R009C041,250043.1279296875,6.0,10.79199564,76.81275852,4225.614374944691,11646.17594708902,3779.6367501937266,2,0.0,100.0,0.0,0.0,0.0,2595.65054483831,1,6,0.0,1,0.0081234002457853,1,0,2,0,0,6,0,0,2
R003C045,250060.05078125,6.0,10.76504634,76.83105115999999,4904.393701777281,13382.83544212648,7827.666969281773,3,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081225766922403,1,0,0,0,0,6,0,0,0
R011C025,250030.1845703125,3.0,10.80097874,76.73958796,5702.833898594735,16784.888365774576,5144.524995013025,3,0.0,100.0,0.0,0.0,5506.000385328573,0.0,2,6,0.0,2,0.0081235817046236,2,0,0,0,0,6,0,0,0
R013C026,250022.6015625,3.0,10.8099619,76.74416112,6431.660891684947,16047.628673058129,4748.077700118332,2,0.0,100.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0.0081239195489378,2,0,0,0,0,6,0,0,0
R007C045,250045.1298828125,6.0,10.783012539999998,76.83105115999999,5116.8543411213195,11607.47831990208,6194.379038747871,3,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081232243867988,1,0,0,0,0,6,0,0,0
R014C022,250018.958984375,6.0,10.81445344,76.72586845999999,8032.926601570524,17689.98723278906,6871.87633298551,3,0.0,100.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081240245007905,1,0,2,0,0,6,0,0,0
R017C022,250002.15234375,6.0,10.8279281,76.72586845999999,9453.299888569129,17445.365282484403,7452.905911811132,1,0.0,100.0,0.0,3.1515662384528227,0.0,0.0,1,6,0.0,1,0.0081246006860407,1,0,0,0,2,6,0,0,5
R001C004,250061.9345703125,6.0,10.7560632,76.64355155999999,12489.397962560452,27279.87472056322,15551.921280231303,3,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081217500212927,1,0,0,0,0,6,0,0,0
R015C020,250009.6474609375,6.0,10.818945,76.71672215999999,9151.554586306826,18511.699858001914,8028.18051355113,4,0.0,100.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081242466467109,1,0,0,0,0,6,0,0,0
R001C005,250067.404296875,6.0,10.7560632,76.64812472,11989.414554187266,26853.305541366728,15095.280846552192,2,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081216742707688,1,0,0,0,0,6,0,0,0
R001C010,250061.935546875,3.0,10.7560632,76.67099055999999,9489.736578658583,24761.15479343143,12860.70642241578,3,0.0,0.0,0.0,0.0,0.0,1680.225703765854,2,6,0.0,2,0.0081218365804107,2,0,0,0,0,6,0,0,0
R014C021,250024.42578125,6.0,10.81445344,76.72129532,8360.04661281798,18142.00180733798,7371.604776514905,2,0.0,100.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0.0081239197370976,1,0,0,0,0,6,0,0,0
R000C001,250076.6943359375,3.0,10.75157164,76.62983212,13884.615048709356,28716.98839337256,17012.785081057744,4,0.0,0.0,0.0,29.750000025768617,0.0,0.0,2,6,0.0,2,0.0081213664342029,2,0,0,0,1,6,0,0,4
R014C019,250024.42578125,5.0,10.81445344,76.71214902,9061.764521011735,19053.11082787502,8371.174807037354,3,0.0,100.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081238905459981,1,0,0,0,0,5,0,0,0
R000C050,250071.224609375,5.0,10.75157164,76.85391695999999,7774.919813891358,14472.014056970413,10986.137488526188,2,0.0,0.0,0.0,0.0,0.0,3416.3198659346313,1,5,0.0,1,0.0081221639176679,1,0,0,0,0,5,0,0,0
R016C021,250016.935546875,5.0,10.82343654,76.72129532,9282.639308410178,17975.557265693915,7720.629089145389,2,0.0,99.9999998007085,0.0,14.811473795742849,0.0,0.0,1,5,0.0,1,0.0081242443240556,1,0,0,0,3,5,0,0,5
R008C030,250035.828125,5.0,10.7875041,76.76245376,3216.4080049555705,15439.449891531489,3464.556339230911,2,0.0,100.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081232574748241,1,0,0,0,0,5,0,0,0
R015C023,250015.1142578125,5.0,10.818945,76.73044162,8202.850805574377,17138.414827755165,6536.156874154539,3,0.0,100.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081242002960851,1,0,2,0,0,5,0,0,0
R009C042,250037.66015625,5.0,10.79199564,76.81733166000001,4504.481498159174,11398.338200536396,4182.126008451298,1,0.0,100.0,0.0,0.0,0.0,2595.65054483831,1,5,0.0,1,0.0081235049737615,1,0,0,0,0,5,0,0,0
R009C043,250043.1279296875,5.0,10.79199564,76.82190482,4815.679281552839,11166.89841236014,4603.788690257145,1,0.0,100.0,0.0,10.888864394549158,0.0,0.0,1,5,0.0,1,0.0081234293544267,1,0,0,0,1,5,0,0,5
R009C046,250043.12890625,5.0,10.79199564,76.83562432,5897.919190614766,10581.147833080957,5942.213720483881,2,0.0,21.365963600953947,0.0,0.0,0.0,4087.401196172385,1,5,0.0,1,0.008123472991942,1,0,1,0,0,5,0,0,0
R014C023,250024.4267578125,5.0,10.81445344,76.73044162,7724.344392437917,17240.52572759174,6372.194292594444,3,0.0,99.99999989228392,0.0,0.0,0.0,0.0,1,5,0.0,1,0.00812394889972,1,0,0,0,0,5,0,0,0
R011C026,250035.65234375,5.0,10.80097874,76.74416112,5434.77447147868,16367.3079516649,4661.0199477690985,3,0.0,99.99999992864782,0.0,0.0,5746.097195369701,0.0,1,5,0.0,1,0.008123506088085,1,0,0,0,0,5,0,0,0
R007C043,250050.5986328125,5.0,10.783012539999998,76.82190482,4297.704232702934,11968.431187593756,5381.279265426654,2,0.0,91.249999830429,0.0,0.0,0.0,0.0,1,5,0.0,1,0.0081231051277302,1,0,1,0,0,5,0,0,0
R013C022,250017.1337890625,2.5,10.8099619,76.72586845999999,7570.54657150581,17800.23823888489,6746.32575362884,4,0.0,100.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0.0081239513973165,2,0,0,0,0,5,0,0,0
